Anzsic,Anzsic_description,Period,Data_value,Variable,Units,Gas,Status
II1,"Transport, postal, and warehousing",2020Q3,1048,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2020Q4,1180,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2021Q1,1169,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2021Q2,1234,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2021Q3,1047,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2021Q4,1142,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2014Q1,583,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2014Q2,631,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2014Q3,663,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2014Q4,623,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2015Q1,568,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2015Q2,620,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2015Q3,661,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2015Q4,617,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2016Q1,579,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2016Q2,635,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2016Q3,683,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2016Q4,620,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2017Q1,591,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2017Q2,652,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2017Q3,671,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2017Q4,636,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2018Q1,560,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2018Q2,633,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2018Q3,642,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2018Q4,608,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2019Q1,613,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2019Q2,668,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2019Q3,744,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2019Q4,687,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2020Q1,623,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2020Q2,586,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2020Q3,707,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2020Q4,682,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2021Q1,622,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2021Q2,681,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2021Q3,681,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2021Q4,654,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2014Q1,20155,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2014Q2,16677,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2014Q3,17708,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2014Q4,20245,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2015Q1,20466,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2015Q2,16606,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2015Q3,17512,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2015Q4,19817,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2016Q1,19911,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2016Q2,16233,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2016Q3,17212,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2016Q4,19002,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2017Q1,19639,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2017Q2,16457,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2017Q3,17491,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2017Q4,19947,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2018Q1,20030,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2018Q2,16371,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2018Q3,17449,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2018Q4,20045,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2019Q1,21111,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2019Q2,16925,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2019Q3,17589,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2019Q4,19945,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2020Q1,20503,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2020Q2,15464,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2020Q3,17015,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2020Q4,19095,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2021Q1,20158,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2021Q2,16886,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2021Q3,15930,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2021Q4,18319,Actual,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2014Q1,1914,Actual,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2014Q2,1993,Actual,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2014Q3,2076,Actual,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2014Q4,2057,Actual,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2015Q1,2025,Actual,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2015Q2,2082,Actual,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2015Q3,2143,Actual,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2015Q4,2166,Actual,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2016Q1,2068,Actual,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2016Q2,2100,Actual,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2016Q3,2182,Actual,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2016Q4,2215,Actual,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2017Q1,2170,Actual,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2017Q2,2250,Actual,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2017Q3,2249,Actual,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2017Q4,2271,Actual,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2018Q1,2156,Actual,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2018Q2,2227,Actual,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2018Q3,2239,Actual,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2018Q4,2340,Actual,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2019Q1,2169,Actual,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2019Q2,2227,Actual,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2019Q3,2232,Actual,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2019Q4,2232,Actual,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2020Q1,2048,Actual,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2020Q2,1544,Actual,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2020Q3,2118,Actual,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2020Q4,2212,Actual,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2021Q1,2041,Actual,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2021Q2,2127,Actual,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2021Q3,1851,Actual,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2021Q4,1989,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2014Q1,1755,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2014Q2,1766,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2014Q3,1789,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2014Q4,1853,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2015Q1,1865,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2015Q2,1840,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2015Q3,1828,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2015Q4,1957,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2016Q1,1904,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2016Q2,1870,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2016Q3,1887,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2016Q4,2000,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2017Q1,1989,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2017Q2,2004,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2017Q3,1941,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2017Q4,2067,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2018Q1,1982,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2018Q2,1975,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2018Q3,1938,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2018Q4,2125,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2019Q1,2004,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2019Q2,1979,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2019Q3,1925,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2019Q4,2011,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2020Q1,1873,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2020Q2,1306,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2020Q3,1808,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2020Q4,1999,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2021Q1,1874,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2021Q2,1886,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2021Q3,1544,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2021Q4,1779,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2014Q1,99,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2014Q2,165,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2014Q3,225,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2014Q4,142,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2015Q1,96,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2015Q2,175,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2015Q3,245,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2015Q4,145,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2016Q1,95,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2016Q2,164,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2016Q3,229,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2016Q4,147,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2017Q1,113,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2017Q2,180,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2017Q3,239,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2017Q4,137,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2018Q1,108,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2018Q2,183,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2018Q3,234,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2018Q4,147,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2019Q1,99,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2019Q2,182,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2019Q3,242,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2019Q4,156,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2020Q1,112,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2020Q2,177,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2020Q3,249,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2020Q4,152,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2021Q1,106,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2021Q2,180,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2021Q3,247,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2021Q4,150,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2014Q1,60,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2014Q2,61,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2014Q3,62,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2014Q4,62,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2015Q1,63,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2015Q2,67,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2015Q3,70,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2015Q4,64,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2016Q1,69,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2016Q2,66,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2016Q3,65,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2016Q4,68,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2017Q1,68,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2017Q2,66,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2017Q3,68,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2017Q4,67,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2018Q1,66,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2018Q2,68,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2018Q3,66,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2018Q4,68,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2019Q1,67,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2019Q2,66,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2019Q3,65,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2019Q4,65,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2020Q1,63,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2020Q2,62,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2020Q3,61,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2020Q4,61,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2021Q1,61,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2021Q2,60,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2021Q3,60,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2021Q4,59,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2014Q1,22069,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2014Q2,18670,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2014Q3,19784,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2014Q4,22302,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2015Q1,22491,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2015Q2,18688,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2015Q3,19655,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2015Q4,21982,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2016Q1,21979,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2016Q2,18333,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2016Q3,19394,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2016Q4,21217,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2017Q1,21809,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2017Q2,18708,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2017Q3,19740,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2017Q4,22218,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2018Q1,22186,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2018Q2,18598,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2018Q3,19687,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2018Q4,22384,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2019Q1,23280,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2019Q2,19152,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2019Q3,19821,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2019Q4,22177,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2020Q1,22551,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2020Q2,17008,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2020Q3,19133,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2020Q4,21307,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2021Q1,22198,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2021Q2,19013,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2021Q3,17781,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2021Q4,20307,Actual,Kilotonnes,Carbon dioxide equivalents,P
